Facility_Name,lat,long,level_0,State,City,Primary Restriction,Other Requirement 1,Other Requirement 2,Other Requirement 3,Other Requirement 4,Color Coding,num_max_books,only_paperback,condition_good_used_okay,bundle,has_no_restrictions,condition_new,needs_prior_approval,hardcover_okay,accept_books,Number_of_books_accepted
Cannon County Sheriff's Dept,35.83278,-86.07002,1057,Tennessee,Woodbury,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
WLFA,34.334667,-78.69928,1058,Tennessee,Whiteville,,,No Violence,No Sex,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Hardeman County Correctional (HCCF) ,35.299393,-89.153934,1059,Tennessee,Whiteville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Whiteville Correctional Facility-WCFA,35.287707,-89.160337,1060,Tennessee,Whiteville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Beaver County Jail,40.645701,-80.242072,1061,Utah,Beaver,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Utah State Prison (USP) P.O.Box 250,40.497352,-111.89403,1062,Utah,Draper,"Write: ""Free Books"" on package",,"No markers, no Sharpie, no stickers/labels, no manila envelopes, no tape",White Envelopes Only,Hand Letter Package,"write: ""free books"" on package",9999,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Duchesne,40.165012,-110.402495,1063,Utah,Duchesne,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Farmington,36.72806,-108.21869,1064,Utah,Farmington,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Purgatory Correctional ,37.158131,-113.41202,1065,Utah,Hurricane,,,,,,,9999,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Purgatory Correctional ,37.158131,-113.41202,1077,Utah,Washington City,See Hurricane UT,,,,,see hurricane ut,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Purgatory Correctional ,37.158131,-113.41202,1065,Utah,Hurricane,,,,,,,9999,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Purgatory Correctional ,37.158131,-113.41202,1077,Utah,Washington City,See Hurricane UT,,,,,see hurricane ut,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Central Utah Correctional (CUCF) P.O.Box 550,40.233322,-111.661962,1066,Utah,Gunnison,,,,"No markers, no Sharpie, no stickers/labels, no manila envelopes, no tape",,,9999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Wasatch County Jail,40.490331,-111.408857,1067,Utah,Heber City,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Iron County,37.838815,-113.274195,1068,Utah,Iron County,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Kanab,37.033495,-112.502021,1069,Utah,Kanab,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Daggat County Jail,45.145908,-95.013124,1070,Utah,Manila,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Manti County Jail,45.145908,-95.013124,1071,Utah,Manti,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
San Juan County Jail,37.868744,-109.342343,1072,Utah,Monticello,,Newish,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Weber County Correctional ,41.24019,-111.993802,1073,Utah,Ogden,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Garfield County Jail,37.82866,-112.45217,1074,Utah,Panguiteh,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Richfield,44.876064,-93.282681,1075,Utah,Richfield,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Salt Lake County Metro Jail,13.946998,75.566583,1076,Utah,Salt Lake ,,no catalogs,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Northern State Correctional Facility,54.5,-6.5,1078,Vermont,Newport,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
SSCF,12.954205,77.571343,1080,Vermont,Springfield,,,,,,,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,6
NERCF,44.42526,-72.01512,1081,Vermont,St Johnsbury,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Swanton,44.920037,-73.119076,1082,Vermont,Swanton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No limit on books,No limit on books
SESCF Windsor Farm,51.467821,-0.588442,1083,Vermont,Windsor,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Stafford Creek Corrections (SCCC) ,51.359628,-0.139126,1084,Washington,Aberdeen,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Airway Heights Corrections ,47.641536,-117.577524,1085,Washington,Airway Heights,,,,"no defacement, markings, 
missing pages, portions of pages",no maps or charts as of 10/14/14,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Juvenile Inst. for Youth,46.649706,-122.960064,1086,Washington,Chehalis,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Clallam Bay Corrections ,48.23964,-124.28674,1087,Washington,Clallam Bay,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Coyote Ridge Correctional ,37.586392,-122.316366,1088,Washington,Connell,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Grant County Jail,45.217605,-96.635471,1089,Washington,Ephrata,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Snohomish County Corrections,47.92435,-122.094207,1090,Washington,Everett,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Olympic Corr. Ctr,-33.850508,151.067051,1091,Washington,Forks,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
King County,51.208966,0.78391,1092,Washington,Kent,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
King County,51.208966,0.78391,1099,Washington,Seattle,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
King County,47.673455,-122.331537,1092,Washington,Kent,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
King County,47.673455,-122.331537,1099,Washington,Seattle,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
WCC for Women,16.2081,80.08768,1093,Washington,Gig Harbor,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Cedar Creek Corrections ,34.713561,-92.355844,1094,Washington,Littlerock,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No limit on books,No limit on books
Martinsburg,39.461195,-77.97451,1095,Washington,Martinsburg,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No limit on books,No limit on books
Monroe Correctional Complex,47.844428,-121.999218,1096,Washington,Monroe,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Federal Detention Center,30.82075,-92.64231,1097,Washington,Oakdale,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Thruston County Jail,45.145908,-95.013124,1098,Washington,Olympia,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
RRM Seattle,47.818041,-122.326767,1100,Washington,Seattle,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
FDC SeaTac - Federal ,47.439168,-122.299033,1101,Washington,Seattle,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Washington Corrections (WCC) ,38.82652,-77.01712,1102,Washington,Shelton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Spokane City Jail,47.666036,-117.429147,1103,Washington,Spokane,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
McNeil Island Corrections (MICC) ,55.73738,-100.77207,1104,Washington,Steilacoom,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
NW ICE PC,39.366574,-76.648789,1105,Washington,Tacoma,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Clar County Jail,45.646951,-122.7253,1106,Washington,Vancouver,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Washington State Penitentiary,46.080943,-118.362198,1107,Washington,Walla Walla,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Yakima County Jail,46.476732,-120.888837,1108,Washington,Yakima,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Larch Corrections ,45.732303,-122.342631,1109,Washington,Yacolt,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Meherrin River Regional Jail,38.191339,-79.010289,1110,Virginia,Alberta,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Arlington County Detention Facility,38.890492,-77.083308,1111,Virginia,Arlington,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Baskerville Correctional Unit ,36.721437,-78.300527,1112,Virginia,Baskerville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Wallens Ridge State Prison ,36.842323,-82.7868,1113,Virginia,Big Stone Gap,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Bland Correctional ,37.16882,-80.888848,1114,Virginia,Bland,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Mecklenburg Correctional ,36.667086,-78.388609,1115,Virginia,Boydton,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Caroline Detention Facility (ICE),47.838968,22.130794,1116,Virginia,Bowling Green,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Nottoway Correctional ,37.183152,-78.175049,1117,Virginia,Burkeville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Deerfield Correctional ,36.729612,-77.245061,1118,Virginia,Capron,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Albemarle Charlottesville Regional Jail,38.006062,-78.494413,1119,Virginia,Charlottesville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Greenrock Correctional ,36.799912,-79.421936,1120,Virginia,Chatham,,,No Calendar (NPRL),,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Indian Creek Correctional ,36.611149,-76.208488,1121,Virginia,Chesapeake,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
St. Brides Correctional Center,36.613454,-76.180989,1122,Virginia,Chesapeake,,No gangs,No violence,No nudity,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Dinwiddie,37.07793,-77.58666,1124,Virginia,Church Road,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Augusta Correctional ,38.061548,-79.367797,1126,Virginia,Craigsville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
Buckingham Correctional ,37.566652,-78.474686,1127,Virginia,Dillwyn,,,,No Calendars,,,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,4
Pulaski Correctional Unit ,37.050424,-80.765033,1128,Virginia,Dublin,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Adult Detention Center,36.58492,-79.37744,1129,Virginia,Fairfax,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Piedmont Regional Jail,37.324287,-78.428503,1130,Virginia,Farmville ,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Warren City Jail,40.912854,-90.649207,1131,Virginia,Front Royal,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Cold Springs Correctional,39.695392,-119.979284,1133,Virginia,Greenville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Office of the Sheriff,38.016316,-122.133229,1135,Virginia,Harrisburg,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Regional Jail,38.44955,-78.87106,1136,Virginia,Harrisonburg,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Haynesville Correctional ,37.957934,-76.670881,1137,Virginia,Haynesville,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Hopewell,37.290984,-77.305597,1138,Virginia,Hopewell,,,,,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
North River Corr Ctr,39.09112,-94.41551,1139,Virginia,Independence,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Greensville Correctional ,36.798517,-77.485677,1140,Virginia,Jarratt ,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lawrenceville CI,33.953189,-83.989935,1142,Virginia,Lawrenceville,,Magazines okay,,,,,9999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Brunswick Work Center,36.776462,-77.821289,1143,Virginia,Lawrenceville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lexington,38.056966,-84.474459,1144,Virginia,Lexington,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lynchburg Adult Detention Ctr.,36.58492,-79.37744,1145,Virginia,Lynchburg,mail to street address (510 9th st),,,,,mail to street address (510 9th st),9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
BRRJ,37.452256,-79.10939,1146,Virginia,Madison Heights,DNS,,,,,dns,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Manassas Regional Adult Center,38.75205,-77.48008,1147,Virginia,Manassas,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
ACADC,31.34652,-7.47506,1148,Virginia,Madison Height,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Marion Correctional Treatment Center ,36.83017,-81.50905,1149,Virginia,Marion,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Southwest VA Regional Jail,37.21479,-82.28908,1150,Virginia,Meadowville,,,,,,,9999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Coffeewood Correctional ,38.363742,-78.017019,1151,Virginia,Mitchells,"Write: ""FREE EDUCATIONAL MATERIAL"" on pkg.",,,,,"write: ""free educational material"" on pkg.",9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
500 Folar Trail,53.919306,-122.787495,1152,Virginia,N. Prince George,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Newport News City Jail,37.077767,-76.514275,1153,Virginia,Newport News,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Keen Mountain Correctional ,37.223348,-81.979664,1154,Virginia,Oakwood,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
FCI Petersburg - Federal,50.752931,8.547616,1155,Virginia,Petersburg ,"Write: ""FREE BOOKS"" on package.",No Sex,No Composition Books,,,"write: ""free books"" on package.",9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,No limit on books,No limit on books
PSCC,-2.978476,104.745338,1156,Virginia,Pocahontas,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Hampton Roads Regional Jail (HRRJ),36.80853,-76.36426,1158,Virginia,Portsmouth,DNS,,,,,dns,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Red Onion State Prison,37.111778,-82.549937,1159,Virginia,Pound,,,,,,,9999,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Henrico County Jail,37.62843,-77.515909,1160,Virginia,Richmond,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Western Virginia Regional Jail,37.250383,-80.170534,1161,Virginia,Roanoke/Salem,,"Scan docs ok, must go to scan center",Max 1 letter ounce,max paper 8 1/2 x 14,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Roanoke City Jail,37.27123,-79.94664,1162,Virginia,Roanoke,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Rustburg Correctional,37.264635,-79.098589,1163,Virginia,Rustburg,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Rappohannoor Regional Jail,38.406187,-77.422138,1164,Virginia,Stafford,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Deep Meadow Corr,51.444947,-0.330136,1165,Virginia,State Farm,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Enterprise Unit,51.544057,-0.152608,1166,Virginia,State Farm,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
State Farm Work Center,40.096361,-88.235971,1167,Virginia,State Farm,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Powhatan Correctional ,37.625713,-77.834974,1168,Virginia,State Farm,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Middle River Regional Jail,38.191339,-79.010289,1169,Virginia,Staunton,,Sunscriptions from publisher only,"See website for addressing, scan docs go to TX",,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Staunton Correctional ,38.14513,-79.06725,1170,Virginia,Staunton,,No dictionary/ thesaurus,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Suffolk,36.69316,-76.608015,1171,Virginia,Suffolk,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Fluvanna Correctional - Women,37.983189,-78.270594,1172,Virginia,Troy,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Lunenberg Correctional,53.948202,11.764987,1173,Virginia,Victoria,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Virginia Beach,40.032965,-75.016419,1174,Virginia,"Virginia Beach, sheriff's office, detention ctr. & corr. ctr.",,,,   ,"Amazon, B&N Only",,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Sussex I & Sussex II State Prison,51.00476,-0.10069,1175,Virginia,Waverly,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
VA Peninsula Regional Jail,37.216081,-76.602427,1177,Virginia,Williamsburg,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
FPC Alderson - Federal ,37.723607,-80.669576,1178,West Virginia,Alderson,White envelopes only,,"No sharpie/marker for address, No colored pen/ink",No label/sticker for return address,No Stains or unidentifiable Substances,white envelopes only,9999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,No limit on books,No limit on books
West Virginia Jail and Correctional Facility,37.566652,-78.474686,1179,West Virginia,Barboursville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI - Beckley,24.047019,84.072557,1180,West Virginia,Beaver,,,,,,,9999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
US Penitentiary - Hazelton,39.672935,-79.496862,1181,West Virginia,Bruceton Mills,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Ely,40.214278,-74.380363,1183,West Virginia,Ely,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No limit on books,No limit on books
FCI Gilmer - Federal ,38.915393,-80.784292,1184,West Virginia,Glenville,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
North Central Regional Jail,39.28083,-80.85337,1185,West Virginia,Greenwood,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Accept limited books,
Denmar Corr. Ctr.,40.541031,-74.5895,1186,West Virginia,Hillsboro,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Huttonsville Correctional ,38.694535,-79.978966,1187,West Virginia,Huttonsville,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
WV 25405,39.461195,-77.97451,1188,West Virginia,Martinsburg,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Northern Correctional ,54.5,-6.5,1190,West Virginia,Moundsville,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
Mt. Olive Correctional Complex (MOCC) ,38.235513,-81.237949,1191,West Virginia,Mt. Olive,,,,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Doesn't accept books,Doesn't accept books
Beckley Correctional Center,37.566652,-78.474686,1192,West Virginia,Rawlins,,,,,,,9999,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No limit on books,No limit on books
St Mary's Correctional ,39.43068,-81.17107,1193,West Virginia,St. Mary's,,,,,,,9999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,No limit on books,No limit on books
FCI McDowell,24.047019,84.072557,1194,West Virginia,Welch,,,,,,,9999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No limit on books,No limit on books
